datetime,count
2011-03-20 01:00:00,50.74
2011-03-20 02:00:00,42.57
2011-03-20 03:00:00,21.13
2011-03-20 04:00:00,7.01
2011-03-20 05:00:00,5.44
2011-03-20 06:00:00,4.11
2011-03-20 07:00:00,20.24
2011-03-20 08:00:00,58.95
2011-03-20 09:00:00,116.53
2011-03-20 10:00:00,208.27
2011-03-20 11:00:00,269.61
2011-03-20 12:00:00,328.15
2011-03-20 13:00:00,329.06
2011-03-20 14:00:00,292.05
2011-03-20 15:00:00,312.38
2011-03-20 16:00:00,333.74
2011-03-20 17:00:00,171.77
2011-03-20 18:00:00,175.23
2011-03-20 19:00:00,148.35
2011-03-20 20:00:00,107.61
2011-03-20 21:00:00,74.27
2011-03-20 22:00:00,69.99
2011-03-20 23:00:00,47.84
2011-03-21 00:00:00,18.08
2011-03-21 01:00:00,8.16
2011-03-21 02:00:00,5.89
2011-03-21 03:00:00,2.52
2011-03-21 05:00:00,8.4
2011-03-21 06:00:00,59.73
2011-03-21 07:00:00,123.63
2011-03-21 08:00:00,282.23
2011-03-21 09:00:00,155.23
2011-03-21 10:00:00,90.65
2011-03-21 11:00:00,131.24
2011-03-21 12:00:00,133.17
2011-03-21 13:00:00,160.19
2011-03-21 14:00:00,156.28
2011-03-21 15:00:00,194.94
2011-03-21 16:00:00,268.71
2011-03-21 17:00:00,498.03
2011-03-21 18:00:00,495.46
2011-03-21 19:00:00,430.7
2011-03-21 20:00:00,289.04
2011-03-21 21:00:00,175.51
2011-03-21 22:00:00,113.14
2011-03-21 23:00:00,58.68
2011-03-22 00:00:00,32.16
2011-03-22 01:00:00,8.92
2011-03-22 02:00:00,6.01
2011-03-22 03:00:00,4.77
2011-03-22 04:00:00,3.79
2011-03-22 05:00:00,21.51
2011-03-22 06:00:00,84.77
2011-03-22 07:00:00,241.13
2011-03-22 08:00:00,395.52
2011-03-22 09:00:00,205.68
2011-03-22 10:00:00,127.44
2011-03-22 11:00:00,153.56
2011-03-22 12:00:00,183.07
2011-03-22 13:00:00,147.12
2011-03-22 14:00:00,194.16
2011-03-22 15:00:00,179.12
2011-03-22 16:00:00,276.41
2011-03-22 17:00:00,506.9
2011-03-22 18:00:00,402.64
2011-03-22 19:00:00,239.18
2011-03-22 20:00:00,167.66
2011-03-22 21:00:00,119.5
2011-03-22 22:00:00,86.98
2011-03-22 23:00:00,53.3
2011-03-23 00:00:00,24.65
2011-03-23 01:00:00,8.82
2011-03-23 02:00:00,4.74
2011-03-23 03:00:00,2.16
2011-03-23 05:00:00,8.99
2011-03-23 06:00:00,50.35
2011-03-23 07:00:00,160.51
2011-03-23 08:00:00,316.71
2011-03-23 09:00:00,157.63
2011-03-23 10:00:00,70.51
2011-03-23 11:00:00,75.1
2011-03-23 12:00:00,75.59
2011-03-23 13:00:00,92.99
2011-03-23 14:00:00,95.94
2011-03-23 15:00:00,93.0
2011-03-23 16:00:00,158.48
2011-03-23 17:00:00,274.565
2011-03-23 18:00:00,183.82
2011-03-23 19:00:00,163.36
2011-03-23 20:00:00,93.15
2011-03-23 21:00:00,71.28
2011-03-23 22:00:00,48.71
2011-03-23 23:00:00,35.14
2011-03-24 00:00:00,11.96
2011-03-24 01:00:00,6.77
2011-03-24 02:00:00,4.9
2011-03-24 03:00:00,2.32
2011-03-24 04:00:00,1.91
2011-03-24 05:00:00,9.69
2011-03-24 06:00:00,53.76
2011-03-24 07:00:00,133.66
2011-03-24 08:00:00,206.28
2011-03-24 09:00:00,150.33
2011-03-24 10:00:00,93.41
2011-03-24 11:00:00,84.64
2011-03-24 12:00:00,101.9
2011-03-24 13:00:00,103.01
2011-03-24 14:00:00,105.13
2011-03-24 15:00:00,95.75
2011-03-24 16:00:00,126.53
2011-03-24 17:00:00,221.21
2011-03-24 18:00:00,217.68
2011-03-24 19:00:00,163.14
2011-03-24 20:00:00,108.04
2011-03-24 21:00:00,84.72
2011-03-24 22:00:00,78.7
2011-03-24 23:00:00,43.7
2011-03-25 00:00:00,21.41
2011-03-25 01:00:00,7.13
2011-03-25 02:00:00,3.39
2011-03-25 03:00:00,3.05
2011-03-25 04:00:00,2.14
2011-03-25 05:00:00,12.1
2011-03-25 06:00:00,59.01
2011-03-25 07:00:00,169.8
2011-03-25 08:00:00,299.26
2011-03-25 09:00:00,184.28
2011-03-25 10:00:00,133.81
2011-03-25 11:00:00,131.6
2011-03-25 12:00:00,127.23
2011-03-25 13:00:00,145.77
2011-03-25 14:00:00,196.8
2011-03-25 15:00:00,152.63
2011-03-25 16:00:00,185.06
2011-03-25 17:00:00,285.61
2011-03-25 18:00:00,254.61
2011-03-25 19:00:00,215.56
2011-03-25 20:00:00,116.9
2011-03-25 21:00:00,92.17
2011-03-25 22:00:00,74.71
2011-03-25 23:00:00,46.58
2011-03-26 00:00:00,56.21
2011-03-26 01:00:00,46.03
2011-03-26 02:00:00,33.69
2011-03-26 03:00:00,15.97
2011-03-26 04:00:00,5.19
2011-03-26 05:00:00,5.74
2011-03-26 06:00:00,11.42
2011-03-26 07:00:00,43.82
2011-03-26 08:00:00,91.2
2011-03-26 09:00:00,130.69
2011-03-26 10:00:00,176.06
2011-03-26 11:00:00,186.8
2011-03-26 12:00:00,218.12
2011-03-26 13:00:00,250.09
2011-03-26 14:00:00,284.79
2011-03-26 15:00:00,288.24
2011-03-26 16:00:00,306.63
2011-03-26 17:00:00,206.24
2011-03-26 18:00:00,192.29
2011-03-26 19:00:00,134.44
2011-03-26 20:00:00,90.8
2011-03-26 21:00:00,76.07
2011-03-26 22:00:00,75.76
2011-03-26 23:00:00,56.37
2011-03-27 00:00:00,56.7
2011-03-27 01:00:00,45.48
2011-03-27 02:00:00,25.86
2011-03-27 03:00:00,16.04
2011-03-27 04:00:00,7.25
2011-03-27 06:00:00,13.16
2011-03-27 07:00:00,63.3
2011-03-27 08:00:00,45.53
2011-03-27 09:00:00,106.47
2011-03-27 10:00:00,140.04
2011-03-27 11:00:00,163.71
2011-03-27 12:00:00,216.06
2011-03-27 13:00:00,210.03
2011-03-27 14:00:00,229.91
2011-03-27 15:00:00,224.11
2011-03-27 16:00:00,254.48
2011-03-27 17:00:00,194.31
2011-03-27 18:00:00,175.36
2011-03-27 19:00:00,150.12
2011-03-27 20:00:00,89.53
2011-03-27 21:00:00,70.0
2011-03-27 22:00:00,68.38
2011-03-27 23:00:00,42.53
2011-03-28 00:00:00,14.59
2011-03-28 01:00:00,6.0
2011-03-28 02:00:00,3.7
2011-03-28 03:00:00,2.04
2011-03-28 05:00:00,11.07
2011-03-28 06:00:00,45.98
2011-03-28 07:00:00,164.24
2011-03-28 08:00:00,292.84
2011-03-28 09:00:00,163.53
2011-03-28 10:00:00,112.14
2011-03-28 11:00:00,102.91
2011-03-28 12:00:00,121.59
2011-03-28 13:00:00,121.56
2011-03-28 14:00:00,146.5
2011-03-28 15:00:00,157.42
2011-03-28 16:00:00,197.01
2011-03-28 17:00:00,305.44
2011-03-28 18:00:00,250.93
2011-03-28 19:00:00,208.24
2011-03-28 20:00:00,142.71
2011-03-28 21:00:00,111.05
2011-03-28 22:00:00,72.91
2011-03-28 23:00:00,44.06
2011-03-29 00:00:00,15.0
2011-03-29 01:00:00,3.28
2011-03-29 02:00:00,3.23
2011-03-29 03:00:00,2.43
2011-03-29 04:00:00,1.79
2011-03-29 05:00:00,12.32
2011-03-29 06:00:00,48.17
2011-03-29 07:00:00,155.24
2011-03-29 08:00:00,278.39
2011-03-29 09:00:00,186.49
2011-03-29 10:00:00,110.34
2011-03-29 11:00:00,132.36
2011-03-29 12:00:00,145.48
2011-03-29 13:00:00,153.69
2011-03-29 14:00:00,145.51
2011-03-29 15:00:00,146.5
2011-03-29 16:00:00,189.27
2011-03-29 17:00:00,309.57
2011-03-29 18:00:00,296.71
2011-03-29 19:00:00,241.49
2011-03-29 20:00:00,165.0
2011-03-29 21:00:00,129.42
2011-03-29 22:00:00,98.56
2011-03-29 23:00:00,51.9
2011-03-30 00:00:00,21.11
2011-03-30 01:00:00,7.98
2011-03-30 02:00:00,6.03
2011-03-30 03:00:00,2.92
2011-03-30 04:00:00,3.17
2011-03-30 05:00:00,20.86
2011-03-30 06:00:00,91.57
2011-03-30 07:00:00,262.38
2011-03-30 08:00:00,422.89
2011-03-30 09:00:00,233.515
2011-03-30 10:00:00,126.11
2011-03-30 11:00:00,129.13
2011-03-30 12:00:00,132.51
2011-03-30 13:00:00,131.46
2011-03-30 14:00:00,118.12
2011-03-30 15:00:00,90.5
2011-03-30 16:00:00,91.63
2011-03-30 17:00:00,171.15
2011-03-30 18:00:00,174.49
2011-03-30 19:00:00,146.91
2011-03-30 20:00:00,97.6
2011-03-30 21:00:00,85.2
2011-03-30 22:00:00,63.14
2011-03-30 23:00:00,36.7
2011-03-31 00:00:00,9.36
2011-03-31 01:00:00,7.76
2011-03-31 02:00:00,4.4
2011-03-31 03:00:00,2.75
2011-03-31 04:00:00,2.46
2011-03-31 05:00:00,8.45
2011-03-31 06:00:00,37.1
2011-03-31 07:00:00,114.79
2011-03-31 08:00:00,286.5
2011-03-31 09:00:00,123.73
2011-03-31 10:00:00,87.39
2011-03-31 11:00:00,95.51
2011-03-31 12:00:00,97.47
2011-03-31 13:00:00,104.83
2011-03-31 14:00:00,103.85
2011-03-31 15:00:00,64.18
2011-03-31 16:00:00,107.18
2011-03-31 17:00:00,196.52
2011-03-31 18:00:00,226.97
2011-03-31 19:00:00,203.14
2011-03-31 20:00:00,97.27
2011-03-31 21:00:00,81.73
2011-03-31 22:00:00,60.31
2011-03-31 23:00:00,48.67
2011-04-20 00:00:00,33.29
2011-04-20 01:00:00,7.69
2011-04-20 02:00:00,6.39
2011-04-20 03:00:00,4.29
2011-04-20 04:00:00,4.49
2011-04-20 05:00:00,19.34
2011-04-20 06:00:00,88.84
2011-04-20 07:00:00,302.59
2011-04-20 08:00:00,601.94
2011-04-20 09:00:00,262.55
2011-04-20 10:00:00,168.41
2011-04-20 11:00:00,190.78
2011-04-20 12:00:00,254.53
2011-04-20 13:00:00,243.37
2011-04-20 14:00:00,217.16
2011-04-20 15:00:00,217.9
2011-04-20 16:00:00,364.15
2011-04-20 17:00:00,597.91
2011-04-20 18:00:00,586.97
2011-04-20 19:00:00,518.22
2011-04-20 20:00:00,351.97
2011-04-20 21:00:00,258.77
2011-04-20 22:00:00,187.2
2011-04-20 23:00:00,120.15
2011-04-21 00:00:00,45.99
2011-04-21 01:00:00,15.49
2011-04-21 02:00:00,12.71
2011-04-21 03:00:00,4.95
2011-04-21 04:00:00,4.35
2011-04-21 05:00:00,23.58
2011-04-21 06:00:00,94.48
2011-04-21 07:00:00,260.33
2011-04-21 08:00:00,477.4
2011-04-21 09:00:00,258.75166666666667
2011-04-21 10:00:00,191.57
2011-04-21 11:00:00,200.23
2011-04-21 12:00:00,236.39
2011-04-21 13:00:00,253.23
2011-04-21 14:00:00,166.71
2011-04-21 15:00:00,207.92
2011-04-21 16:00:00,270.48
2011-04-21 17:00:00,710.58
2011-04-21 18:00:00,608.13
2011-04-21 19:00:00,371.69
2011-04-21 20:00:00,268.07
2011-04-21 21:00:00,210.5
2011-04-21 22:00:00,159.22
2011-04-21 23:00:00,102.19
2011-04-22 00:00:00,37.16
2011-04-22 01:00:00,24.52
2011-04-22 02:00:00,10.08
2011-04-22 03:00:00,6.78
2011-04-22 04:00:00,5.31
2011-04-22 05:00:00,21.49
2011-04-22 06:00:00,83.21
2011-04-22 07:00:00,266.45
2011-04-22 08:00:00,493.45
2011-04-22 09:00:00,224.59
2011-04-22 10:00:00,105.19
2011-04-22 11:00:00,114.55
2011-04-22 12:00:00,127.32
2011-04-22 13:00:00,94.3
2011-04-22 14:00:00,33.73
2011-04-22 15:00:00,94.08
2011-04-22 16:00:00,148.81
2011-04-22 17:00:00,135.81
2011-04-22 18:00:00,106.58
2011-04-22 19:00:00,96.51
2011-04-22 20:00:00,88.78
2011-04-22 21:00:00,74.25
2011-04-22 22:00:00,55.42
2011-04-22 23:00:00,55.19
2011-04-23 00:00:00,43.91
2011-04-23 01:00:00,36.21
2011-04-23 02:00:00,37.82
2011-04-23 03:00:00,18.73
2011-04-23 04:00:00,6.33
2011-04-23 05:00:00,6.14
